,year,player,squad,position,age,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90
0,2019,Patrick van Aanholt,Crystal Palace,DF,28,29,29,"2,507",3,2,1,1,0,0,0.11,0.18,0.07,0.14
1,2019,Max Aarons,Norwich City,DF,19,36,36,"3,240",0,1,0,0,7,0,0.00,0.03,0.00,0.03
2,2019,Tammy Abraham,Chelsea,FW,21,34,25,"2,215",15,3,0,0,2,0,0.61,0.73,0.61,0.73
3,2019,Che Adams,Southampton,FW,23,30,12,"1,111",4,2,0,0,0,0,0.32,0.49,0.32,0.49
4,2019,Adrián,Liverpool,GK,32,11,9,875,0,0,0,0,1,0,0.00,0.00,0.00,0.00
5,2019,Sergio Agüero,Manchester City,FW,31,24,18,"1,452",16,3,2,3,1,0,0.99,1.18,0.87,1.05
6,2019,Albian Ajeti,West Ham,"MF,FW",22,9,0,139,0,0,0,0,0,0,0.00,0.00,0.00,0.00
7,2019,Nathan Aké,Bournemouth,DF,24,29,29,"2,503",2,2,0,0,2,0,0.07,0.14,0.07,0.14
8,2019,Marc Albrighton,Leicester City,"MF,DF",29,20,9,867,0,3,0,0,2,0,0.00,0.31,0.00,0.31
9,2019,Toby Alderweireld,Tottenham,DF,30,33,33,"2,957",2,2,0,0,7,0,0.06,0.12,0.06,0.12
10,2019,Trent Alexander-Arnold,Liverpool,DF,20,38,35,"3,175",4,13,0,0,5,0,0.11,0.48,0.11,0.48
11,2019,Alisson,Liverpool,GK,26,29,29,"2,543",0,1,0,0,0,1,0.00,0.04,0.00,0.04
12,2019,Dele Alli,Tottenham,"MF,FW",23,25,21,"1,847",8,4,1,1,2,0,0.39,0.58,0.34,0.54
13,2019,Miguel Almirón,Newcastle Utd,"MF,FW",25,36,35,"3,021",4,2,0,0,5,0,0.12,0.18,0.12,0.18
14,2019,Marcos Alonso,Chelsea,DF,28,18,15,"1,430",4,2,0,0,4,0,0.25,0.38,0.25,0.38
15,2019,Steven Alzate,Brighton,"MF,DF",20,19,12,"1,188",0,0,0,0,1,0,0.00,0.00,0.00,0.00
16,2019,Ibrahim Amadou,Norwich City,"DF,MF",26,11,8,759,0,0,0,0,1,0,0.00,0.00,0.00,0.00
17,2019,Felipe Anderson,West Ham,"MF,FW",26,25,20,"1,497",1,4,0,0,1,0,0.06,0.30,0.06,0.30
18,2019,Florin Andone,Brighton,"MF,FW",26,3,1,73,1,0,0,0,0,1,1.23,1.23,1.23,1.23
19,2019,Angeliño,Manchester City,DF,22,6,4,423,0,0,0,0,1,0,0.00,0.00,0.00,0.00
20,2019,Faustino Anjorin,Chelsea,FW,17,1,0,20,0,0,0,0,0,0,0.00,0.00,0.00,0.00
21,2019,Michail Antonio,West Ham,FW,29,24,19,"1,768",10,3,1,1,3,0,0.51,0.66,0.46,0.61
22,2019,Stuart Armstrong,Southampton,MF,27,30,19,"1,715",5,3,0,0,4,0,0.26,0.42,0.26,0.42
23,2019,Kepa Arrizabalaga,Chelsea,GK,24,33,33,"2,970",0,0,0,0,0,0,0.00,0.00,0.00,0.00
24,2019,Christian Atsu,Newcastle Utd,"FW,MF",27,19,6,749,0,3,0,0,2,0,0.00,0.36,0.00,0.36
25,2019,Pierre-Emerick Aubameyang,Arsenal,FW,30,36,35,"3,136",22,3,2,2,3,1,0.63,0.72,0.57,0.66
26,2019,Serge Aurier,Tottenham,DF,26,33,31,"2,700",1,5,0,0,4,1,0.03,0.20,0.03,0.20
27,2019,Jordan Ayew,Crystal Palace,"FW,MF",27,37,37,"3,148",9,2,0,0,6,0,0.26,0.31,0.26,0.31
28,2019,César Azpilicueta,Chelsea,DF,29,36,36,"3,229",2,6,0,0,1,0,0.06,0.22,0.06,0.22
29,2019,Eric Bailly,Manchester Utd,DF,25,4,1,150,0,0,0,0,0,0,0.00,0.00,0.00,0.00
30,2019,Leighton Baines,Everton,DF,34,8,4,404,0,0,0,0,0,0,0.00,0.00,0.00,0.00
31,2019,Fabián Balbuena,West Ham,DF,27,17,13,"1,177",1,0,0,0,2,0,0.08,0.08,0.08,0.08
32,2019,George Baldock,Sheffield Utd,DF,26,38,38,"3,420",2,3,0,0,7,0,0.05,0.13,0.05,0.13
33,2019,Phil Bardsley,Burnley,DF,34,21,21,"1,890",0,1,0,0,6,0,0.00,0.05,0.00,0.05
34,2019,Ross Barkley,Chelsea,MF,25,21,13,"1,103",1,4,0,0,0,0,0.08,0.41,0.08,0.41
35,2019,Ashley Barnes,Burnley,FW,29,19,17,"1,352",6,0,1,1,4,0,0.40,0.40,0.33,0.33
36,2019,Harvey Barnes,Leicester City,"MF,FW",21,36,24,"2,083",6,8,0,0,0,0,0.26,0.60,0.26,0.60
37,2019,Chris Basham,Sheffield Utd,DF,31,38,38,"3,242",0,1,0,0,4,0,0.00,0.03,0.00,0.03
38,2019,Borja Bastón,Aston Villa,"MF,FW",26,2,0,18,0,0,0,0,0,0,0.00,0.00,0.00,0.00
39,2019,Michy Batshuayi,Chelsea,FW,25,16,1,239,1,1,0,0,0,0,0.38,0.75,0.38,0.75
40,2019,Jan Bednarek,Southampton,DF,23,34,34,"3,057",1,1,0,0,4,0,0.03,0.06,0.03,0.06
41,2019,Héctor Bellerín,Arsenal,DF,24,15,13,"1,158",1,0,0,0,2,0,0.08,0.08,0.08,0.08
42,2019,Ryan Bennett,Wolves,DF,29,11,7,606,0,0,0,0,2,0,0.00,0.00,0.00,0.00
43,2019,Ryan Bennett,Leicester City,DF,29,5,3,331,0,0,0,0,0,0,0.00,0.00,0.00,0.00
44,2019,Nabil Bentaleb,Newcastle Utd,MF,24,12,8,751,0,0,0,0,2,0,0.00,0.00,0.00,0.00
45,2019,Christian Benteke,Crystal Palace,FW,28,24,13,"1,261",2,1,0,0,4,1,0.14,0.21,0.14,0.21
46,2019,Jóhann Berg Guðmundsson,Burnley,MF,28,12,6,621,1,1,0,0,0,0,0.14,0.29,0.14,0.29
47,2019,Sander Berge,Sheffield Utd,MF,21,14,12,943,1,1,0,0,0,0,0.10,0.19,0.10,0.19
48,2019,Steven Bergwijn,Tottenham,"FW,MF",21,14,8,704,3,1,0,0,2,0,0.38,0.51,0.38,0.51
49,2019,Bernard,Everton,"MF,FW",26,27,15,"1,280",3,2,0,0,2,0,0.21,0.35,0.21,0.35
50,2019,Bernardo,Brighton,DF,24,14,7,679,0,0,0,0,1,0,0.00,0.00,0.00,0.00
51,2019,Ryan Bertrand,Southampton,DF,29,32,31,"2,742",1,1,0,0,3,1,0.03,0.07,0.03,0.07
52,2019,Muhamed Bešić,Sheffield Utd,MF,26,9,2,250,0,0,0,0,2,0,0.00,0.00,0.00,0.00
53,2019,Philip Billing,Bournemouth,MF,23,34,29,"2,530",1,1,0,0,8,0,0.04,0.07,0.04,0.07
54,2019,Yves Bissouma,Brighton,MF,22,22,15,"1,259",1,0,0,0,4,0,0.07,0.07,0.07,0.07
55,2019,Willy Boly,Wolves,DF,28,22,22,"1,979",0,1,0,0,3,1,0.00,0.05,0.00,0.05
56,2019,Gaëtan Bong,Brighton,"MF,DF",31,4,0,59,0,0,0,0,0,0,0.00,0.00,0.00,0.00
57,2019,Sofiane Boufal,Southampton,"MF,FW",25,20,8,764,0,2,0,0,2,0,0.00,0.24,0.00,0.24
58,2019,Jarrod Bowen,West Ham,FW,22,13,11,917,1,4,0,0,0,0,0.10,0.49,0.10,0.49
59,2019,Robbie Brady,Burnley,MF,27,17,5,454,1,2,0,0,1,0,0.20,0.59,0.20,0.59
60,2019,Jarrad Branthwaite,Everton,DF,17,4,2,300,0,0,0,0,0,0,0.00,0.00,0.00,0.00
61,2019,Claudio Bravo,Manchester City,GK,36,4,3,347,0,0,0,0,0,0,0.00,0.00,0.00,0.00
62,2019,Armando Broja,Chelsea,FW,17,1,0,5,0,0,0,0,0,0,0.00,0.00,0.00,0.00
63,2019,David Brooks,Bournemouth,MF,22,9,8,506,1,0,0,0,1,0,0.18,0.18,0.18,0.18
64,2019,Josh Brownhill,Burnley,MF,23,10,9,805,0,0,0,0,2,0,0.00,0.00,0.00,0.00
65,2019,Emi Buendía,Norwich City,"FW,MF",22,36,28,"2,464",1,7,0,0,6,1,0.04,0.29,0.04,0.29
66,2019,Dan Burn,Brighton,DF,27,34,33,"2,880",0,0,0,0,5,0,0.00,0.00,0.00,0.00
67,2019,Sam Byram,Norwich City,DF,25,17,15,"1,293",0,0,0,0,4,0,0.00,0.00,0.00,0.00
68,2019,Willy Caballero,Chelsea,GK,37,5,5,450,0,0,0,0,0,0,0.00,0.00,0.00,0.00
69,2019,Gary Cahill,Crystal Palace,DF,33,25,25,"2,167",0,1,0,0,1,0,0.00,0.04,0.00,0.04
70,2019,Dominic Calvert-Lewin,Everton,FW,22,36,30,"2,626",13,1,0,0,9,0,0.45,0.48,0.45,0.48
71,2019,Víctor Camarasa,Crystal Palace,MF,25,1,0,6,0,0,0,0,0,0,0.00,0.00,0.00,0.00
72,2019,João Cancelo,Manchester City,DF,25,17,13,"1,208",0,0,0,0,4,0,0.00,0.00,0.00,0.00
73,2019,Todd Cantwell,Norwich City,"FW,MF",21,37,30,"2,489",6,2,0,0,6,0,0.22,0.29,0.22,0.29
74,2019,Étienne Capoue,Watford,MF,31,30,30,"2,627",0,3,0,0,8,0,0.00,0.10,0.00,0.10
75,2019,Andy Carroll,Newcastle Utd,FW,30,19,4,632,0,4,0,0,1,0,0.00,0.57,0.00,0.57
76,2019,Jonny Castro,Wolves,DF,25,35,33,"2,887",2,2,0,0,4,0,0.06,0.12,0.06,0.12
77,2019,Craig Cathcart,Watford,DF,30,29,28,"2,488",0,0,0,0,7,0,0.00,0.00,0.00,0.00
78,2019,Dani Ceballos,Arsenal,MF,22,24,18,"1,692",0,2,0,0,1,0,0.00,0.11,0.00,0.11
79,2019,Nathaniel Chalobah,Watford,MF,24,22,10,930,0,1,0,0,1,0,0.00,0.10,0.00,0.10
80,2019,Calum Chambers,Arsenal,DF,24,14,13,"1,102",1,1,0,0,5,0,0.08,0.16,0.08,0.16
81,2019,Ben Chilwell,Leicester City,DF,22,27,27,"2,373",3,3,0,0,3,0,0.11,0.23,0.11,0.23
82,2019,Tahith Chong,Manchester Utd,"FW,MF",19,3,0,37,0,0,0,0,0,0,0.00,0.00,0.00,0.00
83,2019,Hamza Choudhury,Leicester City,MF,21,20,10,893,1,1,0,0,4,1,0.10,0.20,0.10,0.20
84,2019,Andreas Christensen,Chelsea,DF,23,21,21,"1,751",0,0,0,0,5,0,0.00,0.00,0.00,0.00
85,2019,Ciaran Clark,Newcastle Utd,DF,29,14,14,"1,186",2,0,0,0,3,0,0.15,0.15,0.15,0.15
86,2019,Leon Clarke,Sheffield Utd,"FW,MF",34,2,0,35,0,0,0,0,0,0,0.00,0.00,0.00,0.00
87,2019,Tom Cleverley,Watford,MF,29,18,11,971,1,0,0,0,2,0,0.09,0.09,0.09,0.09
88,2019,Conor Coady,Wolves,DF,26,38,38,"3,420",0,0,0,0,5,0,0.00,0.00,0.00,0.00
89,2019,Séamus Coleman,Everton,DF,30,27,21,"1,839",0,1,0,0,5,1,0.00,0.05,0.00,0.05
90,2019,Aaron Connolly,Brighton,FW,19,24,14,"1,258",3,1,0,0,0,0,0.21,0.29,0.21,0.29
91,2019,Lewis Cook,Bournemouth,MF,22,27,14,"1,352",0,0,0,0,5,0,0.00,0.00,0.00,0.00
92,2019,Steve Cook,Bournemouth,DF,28,29,28,"2,428",1,0,0,0,6,1,0.04,0.04,0.04,0.04
93,2019,Jack Cork,Burnley,MF,30,30,30,"2,613",0,0,0,0,1,0,0.00,0.00,0.00,0.00
94,2019,Aaron Cresswell,West Ham,DF,29,31,31,"2,727",3,0,0,0,7,0,0.10,0.10,0.10,0.10
95,2019,Patrick Cutrone,Wolves,FW,21,12,3,297,2,0,0,0,0,0,0.61,0.61,0.61,0.61
96,2019,Diogo Dalot,Manchester Utd,DF,20,4,1,67,0,0,0,0,0,0,0.00,0.00,0.00,0.00
97,2019,Charlie Daniels,Bournemouth,DF,32,2,2,126,0,0,0,0,0,0,0.00,0.00,0.00,0.00
98,2019,Scott Dann,Crystal Palace,DF,32,16,14,"1,266",0,1,0,0,0,0,0.00,0.07,0.00,0.07
99,2019,Kevin Danso,Southampton,DF,20,6,3,277,0,1,0,0,2,1,0.00,0.32,0.00,0.32
100,2019,Ben Davies,Tottenham,DF,26,18,16,"1,431",0,0,0,0,6,0,0.00,0.00,0.00,0.00
101,2019,Tom Davies,Everton,MF,21,30,23,"2,027",1,0,0,0,8,0,0.04,0.04,0.04,0.04
102,2019,Keinan Davis,Aston Villa,FW,21,18,4,548,0,0,0,0,0,0,0.00,0.00,0.00,0.00
103,2019,Craig Dawson,Watford,DF,29,29,26,"2,361",2,0,0,0,6,0,0.08,0.08,0.08,0.08
104,2019,Kevin De Bruyne,Manchester City,MF,28,35,32,"2,791",13,20,2,2,3,0,0.42,1.06,0.35,1.00
105,2019,Troy Deeney,Watford,FW,31,27,26,"2,225",10,2,5,6,3,0,0.40,0.49,0.20,0.28
106,2019,Fabian Delph,Everton,MF,29,16,13,"1,190",0,0,0,0,5,1,0.00,0.00,0.00,0.00
107,2019,Leander Dendoncker,Wolves,"MF,DF",24,38,32,"2,795",4,0,0,0,5,0,0.13,0.13,0.13,0.13
108,2019,Gerard Deulofeu,Watford,FW,25,28,25,"2,098",4,5,1,1,3,0,0.17,0.39,0.13,0.34
109,2019,Eric Dier,Tottenham,"DF,MF",25,19,15,"1,344",0,2,0,0,5,0,0.00,0.13,0.00,0.13
110,2019,Lucas Digne,Everton,DF,26,35,35,"3,030",0,7,0,0,6,0,0.00,0.21,0.00,0.21
111,2019,Virgil van Dijk,Liverpool,DF,28,38,38,"3,420",5,1,0,0,1,0,0.13,0.16,0.13,0.16
112,2019,Issa Diop,West Ham,DF,22,32,31,"2,766",3,1,0,0,8,0,0.10,0.13,0.10,0.13
113,2019,Moussa Djenepo,Southampton,"MF,DF",21,18,10,928,2,2,0,0,4,1,0.19,0.39,0.19,0.39
114,2019,Matt Doherty,Wolves,DF,27,36,32,"2,839",4,3,0,0,1,0,0.13,0.22,0.13,0.22
115,2019,Abdoulaye Doucouré,Watford,MF,26,37,36,"3,156",4,2,0,0,9,0,0.11,0.17,0.11,0.17
116,2019,Thomas Doyle,Manchester City,"MF,FW",17,1,0,16,0,0,0,0,0,0,0.00,0.00,0.00,0.00
117,2019,Danny Drinkwater,Aston Villa,MF,29,4,4,259,0,0,0,0,1,0,0.00,0.00,0.00,0.00
118,2019,Danny Drinkwater,Burnley,MF,29,1,1,58,0,0,0,0,0,0,0.00,0.00,0.00,0.00
119,2019,Josip Drmić,Norwich City,"FW,MF",26,21,5,647,1,0,0,0,0,1,0.14,0.14,0.14,0.14
120,2019,Martin Dúbravka,Newcastle Utd,GK,30,38,38,"3,420",0,0,0,0,0,0,0.00,0.00,0.00,0.00
121,2019,Ondrej Duda,Norwich City,MF,24,10,9,724,0,0,0,0,0,0,0.00,0.00,0.00,0.00
122,2019,Shane Duffy,Brighton,DF,27,19,12,"1,238",1,0,0,0,2,0,0.07,0.07,0.07,0.07
123,2019,Paul Dummett,Newcastle Utd,DF,27,16,14,"1,228",0,0,0,0,2,0,0.00,0.00,0.00,0.00
124,2019,Lewis Dunk,Brighton,DF,27,36,36,"3,230",3,3,0,0,9,0,0.08,0.17,0.08,0.17
125,2019,Ederson,Manchester City,GK,25,35,35,"3,071",0,0,0,0,3,1,0.00,0.00,0.00,0.00
126,2019,John Egan,Sheffield Utd,DF,26,36,36,"3,187",2,0,0,0,5,1,0.06,0.06,0.06,0.06
127,2019,Harvey Elliot,Liverpool,DF,16,2,0,8,0,0,0,0,0,0,0.00,0.00,0.00,0.00
128,2019,Ahmed Elmohamady,Aston Villa,DF,31,18,11,"1,031",1,1,0,0,1,0,0.09,0.17,0.09,0.17
129,2019,Björn Engels,Aston Villa,DF,24,17,15,"1,447",1,0,0,0,1,0,0.06,0.06,0.06,0.06
130,2019,Christian Eriksen,Tottenham,"MF,FW",27,20,10,"1,097",2,2,0,0,5,0,0.16,0.33,0.16,0.33
131,2019,Jonny Evans,Leicester City,DF,31,38,38,"3,383",1,1,0,0,8,1,0.03,0.05,0.03,0.05
132,2019,Łukasz Fabiański,West Ham,GK,34,25,25,"2,117",0,0,0,0,1,0,0.00,0.00,0.00,0.00
133,2019,Fabinho,Liverpool,MF,25,28,22,"2,079",2,3,0,0,6,0,0.09,0.22,0.09,0.22
134,2019,Ralf Fährmann,Norwich City,GK,30,1,1,21,0,0,0,0,0,0,0.00,0.00,0.00,0.00
135,2019,Akin Famewo,Norwich City,MF,20,1,0,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00
136,2019,Kiko Femenía,Watford,DF,28,28,26,"2,237",0,0,0,0,5,0,0.00,0.00,0.00,0.00
137,2019,Bruno Fernandes,Manchester Utd,MF,24,14,14,"1,186",8,7,4,4,2,0,0.61,1.14,0.30,0.83
138,2019,Gedson Fernandes,Tottenham,"MF,DF",20,7,0,68,0,0,0,0,0,0,0.00,0.00,0.00,0.00
139,2019,Federico Fernández,Newcastle Utd,DF,30,32,29,"2,620",2,2,0,0,8,0,0.07,0.14,0.07,0.14
140,2019,Fernandinho,Manchester City,DF,34,30,26,"2,397",0,1,0,0,9,2,0.00,0.04,0.00,0.04
141,2019,Roberto Firmino,Liverpool,FW,27,38,34,"2,988",9,8,0,0,0,0,0.27,0.51,0.27,0.51
142,2019,John Fleck,Sheffield Utd,MF,27,30,28,"2,516",5,2,0,0,8,0,0.18,0.25,0.18,0.25
143,2019,Phil Foden,Manchester City,"FW,MF",19,23,9,901,5,2,0,0,0,0,0.50,0.70,0.50,0.70
144,2019,Pablo Fornals,West Ham,"MF,FW",23,36,24,"2,172",2,5,0,0,3,0,0.08,0.29,0.08,0.29
145,2019,Ben Foster,Watford,GK,36,38,38,"3,420",0,0,0,0,1,0,0.00,0.00,0.00,0.00
146,2019,Timothy Fosu-Mensah,Manchester Utd,DF,21,3,2,136,0,0,0,0,1,0,0.00,0.00,0.00,0.00
147,2019,Dimitri Foulquier,Watford,"MF,DF",26,3,1,59,0,0,0,0,0,0,0.00,0.00,0.00,0.00
148,2019,Juan Foyth,Tottenham,DF,21,4,1,68,0,0,0,0,1,0,0.00,0.00,0.00,0.00
149,2019,Simon Francis,Bournemouth,DF,34,15,10,969,0,0,0,0,5,1,0.00,0.00,0.00,0.00
150,2019,Ryan Fraser,Bournemouth,"MF,FW",25,28,21,"2,067",1,4,0,0,2,0,0.04,0.22,0.04,0.22
151,2019,Fred,Manchester Utd,MF,26,29,23,"2,163",0,0,0,0,8,0,0.00,0.00,0.00,0.00
152,2019,Ryan Fredericks,West Ham,DF,26,27,25,"2,237",0,3,0,0,7,0,0.00,0.12,0.00,0.12
153,2019,Kieron Freeman,Sheffield Utd,FW,27,2,0,7,0,0,0,0,0,0,0.00,0.00,0.00,0.00
154,2019,Luke Freeman,Sheffield Utd,MF,27,11,3,366,0,0,0,0,2,0,0.00,0.00,0.00,0.00
155,2019,Christian Fuchs,Leicester City,DF,33,11,8,772,0,0,0,0,0,0,0.00,0.00,0.00,0.00
156,2019,Eric García,Manchester City,DF,18,13,8,793,0,0,0,0,1,0,0.00,0.00,0.00,0.00
157,2019,James Garner,Manchester Utd,MF,18,1,0,9,0,0,0,0,0,0,0.00,0.00,0.00,0.00
158,2019,Dwight Gayle,Newcastle Utd,FW,28,20,10,850,4,2,0,0,2,0,0.42,0.64,0.42,0.64
159,2019,Paulo Gazzaniga,Tottenham,GK,27,18,17,"1,613",0,0,0,0,1,0,0.00,0.00,0.00,0.00
160,2019,Jean-Philippe Gbamin,Everton,MF,23,2,1,136,0,0,0,0,0,0,0.00,0.00,0.00,0.00
161,2019,David de Gea,Manchester Utd,GK,28,38,38,"3,420",0,0,0,0,2,0,0.00,0.00,0.00,0.00
162,2019,Anwar El Ghazi,Aston Villa,"FW,MF",24,34,26,"2,051",4,4,1,1,3,0,0.18,0.35,0.13,0.31
163,2019,Morgan Gibbs-White,Wolves,"MF,FW",19,7,1,129,0,0,0,0,0,0,0.00,0.00,0.00,0.00
164,2019,Billy Gilmour,Chelsea,MF,18,6,2,194,0,0,0,0,0,0,0.00,0.00,0.00,0.00
165,2019,Olivier Giroud,Chelsea,FW,32,18,12,993,8,0,0,0,1,0,0.73,0.73,0.73,0.73
166,2019,Ben Godfrey,Norwich City,DF,21,30,30,"2,644",0,0,0,0,3,1,0.00,0.00,0.00,0.00
167,2019,André Gomes,Everton,MF,26,19,17,"1,458",0,1,0,0,6,0,0.00,0.06,0.00,0.06
168,2019,Angel Gomes,Manchester Utd,MF,18,2,0,21,0,0,0,0,0,0,0.00,0.00,0.00,0.00
169,2019,Joe Gomez,Liverpool,DF,22,28,22,"2,004",0,0,0,0,7,0,0.00,0.00,0.00,0.00
170,2019,Anthony Gordon,Everton,"MF,FW",18,11,4,440,0,1,0,0,0,0,0.00,0.20,0.00,0.20
171,2019,Dan Gosling,Bournemouth,MF,29,24,14,"1,264",3,1,0,0,3,0,0.21,0.28,0.21,0.28
172,2019,Andre Gray,Watford,FW,28,23,7,755,2,0,0,0,1,0,0.24,0.24,0.24,0.24
